,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1,norm_v,canc_v,Fitness
0,CHO-K1,WST-1,TiO2,original,hamster,Animal,epithelial,ovary,Normal,48,17.8,21.8,-20.75,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,84.69634179181429,69.15491868102332,15.541423110790973
1,CHO-K1,NRU,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,72,128.0,25.0,-16.05,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,62.59546386403236,52.095618067516504,10.499845796515856
2,CHO-K1,MTT,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,48,64.0,22.83,-21.8,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,70.99959970159375,60.81500954118108,10.184590160412675
3,CHO-K1,XTT,TiO2,original,hamster,Animal,epithelial,ovary,Normal,48,12.5,231.4,-8.0,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,78.15653220705202,69.5297754694999,8.626756737552128
4,CHO-K1,CCK-8,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,72,21.87,141.0,-4.115,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,57.7164946275594,50.49131884867395,7.2251757788854505
5,CHO-K1,CellTiterBlue,NiO,original,hamster,Animal,epithelial,ovary,Normal,48,10.93,21.06,-53.9,2.702702703,2.675,-0.25,1.35,16,74.692,1,0,0,-0.1213,1.712088772,0.532290647,0.0,0.293506494,2.293506494,92.04425204103568,85.53004714463616,6.514204896399519
6,CHO-K1,EZ4U,TiO2,original,hamster,Animal,epithelial,ovary,Normal,48,36.0,188.7,-7.8,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,66.36453467043941,60.05605350587932,6.308481164560092
7,CHO-K1,CellTiterBlue,SiO2,original,hamster,Animal,epithelial,ovary,Normal,6,15.0,21.6,-24.3,7.407407407,2.926666667,-1.2,1.1,16,60.084,2,0,0,-0.6184,2.316496581,1.224744871,0.0,-0.183116883,2.816883117,97.18213297829625,91.5614337766894,5.620699201606854
8,CHO-K1,NRU,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,96,128.0,100.33,-15.36,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,71.19175950744989,65.75142766869236,5.44033183875753
9,CHO-K1,CCK-8,Bi2O3,original,hamster,Animal,epithelial,ovary,Normal,48,210.7,109.25,4.95,2.564102564,2.872,0.308,1.6,28,465.957,3,0,2,-1.0676,9.07331162,6.408327915,5.133333333,1.326233766,6.326233766,59.80907246375472,54.60284812962788,5.206224334126837
10,CHO-K1,EZ4U,TiO2,original,hamster,Animal,epithelial,ovary,Normal,48,36.0,61.46,-7.8,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,62.843839312442846,57.86798987851485,4.975849433927998
11,CHO-K1,WST-1,SiO2,original,hamster,Animal,epithelial,ovary,Normal,6,15.625,28.33,-22.62,7.407407407,2.926666667,-1.2,1.1,16,60.084,2,0,0,-0.6184,2.316496581,1.224744871,0.0,-0.183116883,2.816883117,85.55829137537022,80.66317216263228,4.895119212737939
12,CHO-K1,XTT,TiO2,original,hamster,Animal,epithelial,ovary,Normal,12,12.5,231.4,-22.62,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,86.98393484679987,82.32440092574699,4.659533921052883
13,CHO-K1,MTT,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,48,64.0,199.95,-21.8,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,91.2327223613135,86.72977358159896,4.5029487797145435
14,CHO-K1,NRU,NiO,original,hamster,Animal,epithelial,ovary,Normal,48,87.5,93.15,8.0,2.702702703,2.675,-0.25,1.35,16,74.692,1,0,0,-0.1213,1.712088772,0.532290647,0.0,0.293506494,2.293506494,57.383184297333486,53.00387395441354,4.379310342919943
15,CHO-K1,MTT,TiO2,original,hamster,Animal,epithelial,ovary,Normal,48,800.0,39.94,-36.2,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,38.92925604827039,34.581881253100434,4.347374795169955
16,CHO-K1,CVS,SiO2,original,hamster,Animal,epithelial,ovary,Normal,6,15.0,21.6,-24.3,7.407407407,2.926666667,-1.2,1.1,16,60.084,2,0,0,-0.6184,2.316496581,1.224744871,0.0,-0.183116883,2.816883117,85.33879432700382,81.03940156105729,4.299392765946536
17,CHO-K1,WST-1,TiO2,original,hamster,Animal,epithelial,ovary,Normal,48,17.8,13.0,59.53,5.369127517,2.806666667,-0.93,1.4,16,79.865,2,0,0,-0.2401,2.878049394,1.683250823,0.0,0.314285714,3.314285714,68.60183572564245,64.30300661609289,4.298829109549558
18,CHO-K1,EZ4U,Fe3O4,original,hamster,Animal,epithelial,ovary,Normal,6,128.0,25.0,-16.05,2.93255132,2.75,-0.239,1.4,48,231.531,4,0,2,-0.4323,6.006207083,2.975595179,0.708333333,0.918441558,10.82035581,91.45372013436433,87.17185142410743,4.2818687102569015
19,CHO-K1,CVS,SiO2,original,hamster,Animal,epithelial,ovary,Normal,2,15.0,33.0,-15.36,7.407407407,2.926666667,-1.2,1.1,16,60.084,2,0,0,-0.6184,2.316496581,1.224744871,0.0,-0.183116883,2.816883117,85.05274731266354,80.89321746589944,4.1595298467641015
